"periods","k","y","c","sy","A","L","L_A","g","lnk","lny","lnc","gy"
272,1.358,1.076,0.807,0.269,9365770.376,42960.397,1718.416,0.056,16.358,16.126,15.838,0.054
273,1.358,1.076,0.807,0.269,9888902.199,44678.813,1787.153,0.056,16.413,16.18,15.893,0.054
274,1.358,1.076,0.807,0.269,10441129.886,46465.966,1858.639,0.056,16.467,16.235,15.947,0.054
275,1.358,1.076,0.807,0.269,11024065.671,48324.604,1932.984,0.056,16.522,16.289,16.002,0.054
276,1.358,1.076,0.807,0.269,11639410.83,50257.589,2010.304,0.056,16.576,16.344,16.056,0.054
277,1.358,1.076,0.807,0.269,12288960.582,52267.892,2090.716,0.056,16.63,16.398,16.11,0.054
278,1.358,1.077,0.807,0.269,12974609.264,54358.608,2174.344,0.056,16.685,16.452,16.165,0.054
279,1.359,1.077,0.807,0.269,13698355.791,56532.952,2261.318,0.056,16.739,16.507,16.219,0.054
280,1.359,1.077,0.807,0.269,14462309.404,58794.27,2351.771,0.056,16.794,16.561,16.273,0.054
281,1.359,1.077,0.807,0.269,15268695.751,61146.041,2445.842,0.056,16.848,16.615,16.327,0.054
282,1.359,1.077,0.807,0.269,16119863.288,63591.883,2543.675,0.056,16.902,16.669,16.382,0.054
283,1.359,1.077,0.808,0.269,17018290.037,66135.558,2645.422,0.056,16.957,16.724,16.436,0.054
284,1.359,1.077,0.808,0.269,17966590.717,68780.98,2751.239,0.056,17.011,16.778,16.49,0.054
285,1.359,1.077,0.808,0.269,18967524.261,71532.219,2861.289,0.056,17.065,16.832,16.545,0.054
286,1.359,1.077,0.808,0.269,20024001.748,74393.508,2975.74,0.056,17.12,16.886,16.599,0.054
287,1.36,1.077,0.808,0.269,21139094.772,77369.249,3094.77,0.056,17.174,16.941,16.653,0.054
288,1.36,1.077,0.808,0.269,22316044.27,80464.018,3218.561,0.056,17.228,16.995,16.707,0.054
289,1.36,1.077,0.808,0.269,23558269.828,83682.579,3347.303,0.056,17.282,17.049,16.761,0.054
290,1.36,1.077,0.808,0.269,24869379.506,87029.882,3481.195,0.056,17.337,17.103,16.816,0.054
291,1.36,1.077,0.808,0.269,26253180.2,90511.078,3620.443,0.056,17.391,17.157,16.87,0.054
292,1.36,1.077,0.808,0.269,27713688.564,94131.521,3765.261,0.056,17.445,17.212,16.924,0.054
293,1.36,1.077,0.808,0.269,29255142.542,97896.782,3915.871,0.056,17.499,17.266,16.978,0.054
294,1.36,1.077,0.808,0.269,30882013.527,101812.653,4072.506,0.056,17.554,17.32,17.032,0.054
295,1.361,1.077,0.808,0.269,32599019.187,105885.159,4235.406,0.056,17.608,17.374,17.086,0.054
296,1.361,1.077,0.808,0.269,34411136.991,110120.565,4404.823,0.056,17.662,17.428,17.14,0.054
297,1.361,1.077,0.808,0.269,36323618.484,114525.388,4581.016,0.056,17.716,17.482,17.195,0.054
298,1.361,1.077,0.808,0.269,38342004.336,119106.404,4764.256,0.056,17.77,17.536,17.249,0.054
299,1.361,1.077,0.808,0.269,40472140.223,123870.66,4954.826,0.056,17.824,17.591,17.303,0.054
300,1.361,1.077,0.808,0.269,42720193.57,128825.486,5153.019,0.056,17.879,17.645,17.357,0.054
301,1.361,1.077,0.808,0.269,45092671.221,133978.505,5359.14,0.056,17.933,17.699,17.411,0.054
302,1.361,1.077,0.808,0.269,47596438.064,139337.646,5573.506,0.056,17.987,17.753,17.465,0.054
303,1.362,1.077,0.808,0.269,50238736.694,144911.152,5796.446,0.056,18.041,17.807,17.519,0.054
304,1.362,1.077,0.808,0.269,53027208.135,150707.598,6028.304,0.056,18.095,17.861,17.573,0.054
305,1.362,1.077,0.808,0.269,55969913.705,156735.901,6269.436,0.055,18.149,17.915,17.627,0.054
306,1.362,1.077,0.808,0.269,59075358.083,163005.338,6520.214,0.055,18.203,17.969,17.681,0.054
307,1.362,1.077,0.808,0.269,62352513.629,169525.551,6781.022,0.055,18.257,18.023,17.735,0.054
308,1.362,1.077,0.808,0.269,65810846.04,176306.573,7052.263,0.055,18.311,18.077,17.789,0.054
309,1.362,1.078,0.808,0.269,69460341.414,183358.836,7334.353,0.055,18.365,18.131,17.843,0.054
310,1.362,1.078,0.808,0.269,73311534.791,190693.189,7627.728,0.055,18.419,18.185,17.897,0.054
311,1.362,1.078,0.808,0.269,77375540.252,198320.917,7932.837,0.055,18.473,18.239,17.951,0.054
312,1.363,1.078,0.808,0.269,81664082.677,206253.754,8250.15,0.055,18.527,18.293,18.005,0.054
313,1.363,1.078,0.808,0.269,86189531.23,214503.904,8580.156,0.055,18.581,18.347,18.059,0.054
314,1.363,1.078,0.808,0.269,90964934.68,223084.06,8923.362,0.055,18.635,18.401,18.113,0.054
315,1.363,1.078,0.808,0.269,96004058.655,232007.422,9280.297,0.055,18.689,18.455,18.167,0.054
316,1.363,1.078,0.808,0.269,101321424.934,241287.719,9651.509,0.055,18.743,18.509,18.221,0.054
317,1.363,1.078,0.808,0.269,106932352.883,250939.228,10037.569,0.055,18.797,18.563,18.275,0.054
318,1.363,1.078,0.808,0.269,112853003.168,260976.797,10439.072,0.055,18.851,18.616,18.329,0.054
319,1.363,1.078,0.808,0.269,119100423.847,271415.869,10856.635,0.055,18.905,18.67,18.383,0.054
320,1.363,1.078,0.808,0.269,125692598.988,282272.504,11290.9,0.055,18.959,18.724,18.437,0.054
321,1.363,1.078,0.808,0.269,132648499.948,293563.404,11742.536,0.055,19.013,18.778,18.49,0.054
322,1.364,1.078,0.808,0.269,139988139.448,305305.94,12212.238,0.055,19.067,18.832,18.544,0.054
323,1.364,1.078,0.808,0.269,147732628.61,317518.178,12700.727,0.055,19.121,18.886,18.598,0.054
324,1.364,1.078,0.808,0.269,155904237.112,330218.905,13208.756,0.055,19.175,18.94,18.652,0.054
325,1.364,1.078,0.808,0.269,164526456.624,343427.661,13737.106,0.055,19.229,18.994,18.706,0.054
326,1.364,1.078,0.808,0.269,173624067.721,357164.768,14286.591,0.055,19.283,19.047,18.76,0.054
327,1.364,1.078,0.809,0.27,183223210.445,371451.358,14858.054,0.055,19.337,19.101,18.814,0.054
328,1.364,1.078,0.809,0.27,193351458.722,386309.413,15452.377,0.055,19.391,19.155,18.867,0.054
329,1.364,1.078,0.809,0.27,204037898.856,401761.789,16070.472,0.055,19.444,19.209,18.921,0.054
330,1.364,1.078,0.809,0.27,215313212.291,417832.261,16713.29,0.055,19.498,19.263,18.975,0.054
331,1.364,1.078,0.809,0.27,227209762.92,434545.551,17381.822,0.055,19.552,19.317,19.029,0.054
332,1.365,1.078,0.809,0.27,239761689.137,451927.373,18077.095,0.055,19.606,19.37,19.083,0.054
333,1.365,1.078,0.809,0.27,253005000.937,470004.468,18800.179,0.055,19.66,19.424,19.136,0.054
334,1.365,1.078,0.809,0.27,266977682.305,488804.647,19552.186,0.055,19.714,19.478,19.19,0.054
335,1.365,1.078,0.809,0.27,281719799.208,508356.833,20334.273,0.055,19.767,19.532,19.244,0.054
336,1.365,1.078,0.809,0.27,297273613.471,528691.106,21147.644,0.055,19.821,19.585,19.298,0.054
337,1.365,1.078,0.809,0.27,313683702.882,549838.75,21993.55,0.055,19.875,19.639,19.352,0.054
338,1.365,1.078,0.809,0.27,330997087.85,571832.3,22873.292,0.055,19.929,19.693,19.405,0.054
339,1.365,1.078,0.809,0.27,349263364.97,594705.592,23788.224,0.055,19.983,19.747,19.459,0.054
340,1.365,1.078,0.809,0.27,368534847.892,618493.816,24739.753,0.055,20.036,19.8,19.513,0.054
341,1.365,1.078,0.809,0.27,388866715.867,643233.568,25729.343,0.055,20.09,19.854,19.566,0.054
342,1.365,1.078,0.809,0.27,410317170.408,668962.911,26758.516,0.055,20.144,19.908,19.62,0.054
343,1.366,1.078,0.809,0.27,432947600.493,695721.428,27828.857,0.055,20.198,19.962,19.674,0.054
344,1.366,1.078,0.809,0.27,456822756.792,723550.285,28942.011,0.055,20.251,20.015,19.728,0.054
345,1.366,1.078,0.809,0.27,482010935.387,752492.296,30099.692,0.055,20.305,20.069,19.781,0.054
346,1.366,1.078,0.809,0.27,508584171.529,782591.988,31303.68,0.055,20.359,20.123,19.835,0.054
347,1.366,1.078,0.809,0.27,536618443.959,813895.668,32555.827,0.055,20.413,20.176,19.889,0.054
348,1.366,1.079,0.809,0.27,566193890.37,846451.494,33858.06,0.055,20.466,20.23,19.942,0.054
349,1.366,1.079,0.809,0.27,597395034.63,880309.554,35212.382,0.055,20.52,20.284,19.996,0.054
350,1.366,1.079,0.809,0.27,630311026.39,915521.936,36620.877,0.055,20.574,20.337,20.05,0.054
351,1.366,1.079,0.809,0.27,665035893.768,952142.814,38085.713,0.055,20.627,20.391,20.103,0.054
352,1.366,1.079,0.809,0.27,701668809.801,990228.526,39609.141,0.055,20.681,20.445,20.157,0.054
353,1.366,1.079,0.809,0.27,740314373.439,1029837.667,41193.507,0.055,20.735,20.498,20.211,0.054
354,1.367,1.079,0.809,0.27,781082905.844,1071031.174,42841.247,0.055,20.788,20.552,20.264,0.054
355,1.367,1.079,0.809,0.27,824090762.86,1113872.421,44554.897,0.055,20.842,20.606,20.318,0.054
356,1.367,1.079,0.809,0.27,869460664.504,1158427.318,46337.093,0.055,20.896,20.659,20.371,0.054
357,1.367,1.079,0.809,0.27,917322042.424,1204764.41,48190.576,0.055,20.949,20.713,20.425,0.054
358,1.367,1.079,0.809,0.27,967811406.292,1252954.987,50118.199,0.055,21.003,20.766,20.479,0.054
359,1.367,1.079,0.809,0.27,1021072730.174,1303073.186,52122.927,0.055,21.057,20.82,20.532,0.054
360,1.367,1.079,0.809,0.27,1077257859.943,1355196.114,54207.845,0.055,21.11,20.874,20.586,0.054
361,1.367,1.079,0.809,0.27,1136526942.909,1409403.958,56376.158,0.055,21.164,20.927,20.639,0.054
362,1.367,1.079,0.809,0.27,1199048880.845,1465780.117,58631.205,0.055,21.218,20.981,20.693,0.054
363,1.367,1.079,0.809,0.27,1265001807.709,1524411.321,60976.453,0.055,21.271,21.034,20.747,0.054
364,1.367,1.079,0.809,0.27,1334573593.386,1585387.774,63415.511,0.055,21.325,21.088,20.8,0.054
365,1.367,1.079,0.809,0.27,1407962374.872,1648803.285,65952.131,0.055,21.378,21.141,20.854,0.054
366,1.368,1.079,0.809,0.27,1485377116.399,1714755.416,68590.217,0.055,21.432,21.195,20.907,0.054
367,1.368,1.079,0.809,0.27,1567038200.066,1783345.633,71333.825,0.055,21.485,21.248,20.961,0.054
368,1.368,1.079,0.809,0.27,1653178048.641,1854679.458,74187.178,0.055,21.539,21.302,21.014,0.054
369,1.368,1.079,0.809,0.27,1744041782.281,1928866.637,77154.665,0.055,21.593,21.355,21.068,0.054
370,1.368,1.079,0.809,0.27,1839887911.015,2006021.302,80240.852,0.055,21.646,21.409,21.121,0.054
371,1.368,1.079,0.809,0.27,1940989064.941,2086262.154,83450.486,0.055,21.7,21.462,21.175,0.054
372,1.368,1.079,0.809,0.27,2047632764.173,2169712.641,86788.506,0.055,21.753,21.516,21.228,0.054
373,1.368,1.079,0.809,0.27,2160122230.722,2256501.146,90260.046,0.055,21.807,21.569,21.282,0.053
374,1.368,1.079,0.809,0.27,2278777244.563,2346761.192,93870.448,0.055,21.86,21.623,21.335,0.053
375,1.368,1.079,0.809,0.27,2403935046.319,2440631.64,97625.266,0.055,21.914,21.676,21.389,0.053
376,1.368,1.079,0.809,0.27,2535951289.076,2538256.905,101530.276,0.055,21.967,21.73,21.442,0.053
377,1.368,1.079,0.809,0.27,2675201042.007,2639787.181,105591.487,0.055,22.021,21.783,21.496,0.053
378,1.368,1.079,0.809,0.27,2822079848.622,2745378.669,109815.147,0.055,22.074,21.837,21.549,0.053
379,1.368,1.079,0.809,0.27,2977004842.616,2855193.815,114207.753,0.055,22.128,21.89,21.603,0.053
380,1.369,1.079,0.809,0.27,3140415924.433,2969401.568,118776.063,0.055,22.181,21.944,21.656,0.053
381,1.369,1.079,0.809,0.27,3312777001.867,3088177.631,123527.105,0.055,22.235,21.997,21.71,0.053
382,1.369,1.079,0.809,0.27,3494577298.155,3211704.736,128468.189,0.055,22.288,22.051,21.763,0.053
383,1.369,1.079,0.809,0.27,3686332731.255,3340172.925,133606.917,0.055,22.342,22.104,21.816,0.053
384,1.369,1.079,0.809,0.27,3888587368.156,3473779.842,138951.194,0.055,22.395,22.158,21.87,0.053
385,1.369,1.079,0.809,0.27,4101914958.309,3612731.036,144509.241,0.055,22.449,22.211,21.923,0.053
386,1.369,1.079,0.809,0.27,4326920550.477,3757240.278,150289.611,0.055,22.502,22.264,21.977,0.053
387,1.369,1.079,0.809,0.27,4564242197.531,3907529.889,156301.196,0.055,22.556,22.318,22.03,0.053
388,1.369,1.079,0.809,0.27,4814552753.973,4063831.084,162553.243,0.055,22.609,22.371,22.084,0.053
389,1.369,1.079,0.809,0.27,5078561771.225,4226384.328,169055.373,0.055,22.662,22.425,22.137,0.053
390,1.369,1.079,0.81,0.27,5357017495.992,4395439.701,175817.588,0.055,22.716,22.478,22.19,0.053
391,1.369,1.079,0.81,0.27,5650708977.295,4571257.289,182850.292,0.055,22.769,22.531,22.244,0.053
392,1.369,1.079,0.81,0.27,5960468288.09,4754107.58,190164.303,0.055,22.823,22.585,22.297,0.053
393,1.369,1.079,0.81,0.27,6287172867.669,4944271.884,197770.875,0.055,22.876,22.638,22.35,0.053
394,1.37,1.079,0.81,0.27,6631747991.442,5142042.759,205681.71,0.055,22.93,22.692,22.404,0.053
395,1.37,1.079,0.81,0.27,6995169374.972,5347724.469,213908.979,0.055,22.983,22.745,22.457,0.053
396,1.37,1.079,0.81,0.27,7378465919.595,5561633.448,222465.338,0.055,23.036,22.798,22.511,0.053
397,1.37,1.079,0.81,0.27,7782722607.281,5784098.786,231363.951,0.055,23.09,22.852,22.564,0.053
398,1.37,1.079,0.81,0.27,8209083552.863,6015462.737,240618.509,0.055,23.143,22.905,22.617,0.053
399,1.37,1.079,0.81,0.27,8658755222.157,6256081.247,250243.25,0.055,23.197,22.958,22.671,0.053
400,1.37,1.08,0.81,0.27,9133009825.001,6506324.497,260252.98,0.055,23.25,23.012,22.724,0.053
401,1.37,1.08,0.81,0.27,9633188892.684,6766577.477,270663.099,0.055,23.303,23.065,22.777,0.053
402,1.37,1.08,0.81,0.27,10160707049.803,7037240.576,281489.623,0.055,23.357,23.118,22.831,0.053
403,1.37,1.08,0.81,0.27,10717055991.073,7318730.199,292749.208,0.055,23.41,23.172,22.884,0.053
404,1.37,1.08,0.81,0.27,11303808674.239,7611479.407,304459.176,0.055,23.463,23.225,22.937,0.053
405,1.37,1.08,0.81,0.27,11922623740.799,7915938.583,316637.543,0.055,23.517,23.278,22.991,0.053
406,1.37,1.08,0.81,0.27,12575250176.919,8232576.126,329303.045,0.055,23.57,23.332,23.044,0.053
407,1.37,1.08,0.81,0.27,13263532227.563,8561879.171,342475.167,0.055,23.623,23.385,23.097,0.053
408,1.37,1.08,0.81,0.27,13989414577.583,8904354.338,356174.174,0.055,23.677,23.438,23.151,0.053
409,1.37,1.08,0.81,0.27,14754947814.259,9260528.512,370421.14,0.055,23.73,23.491,23.204,0.053
410,1.371,1.08,0.81,0.27,15562294186.553,9630949.652,385237.986,0.055,23.783,23.545,23.257,0.053
411,1.371,1.08,0.81,0.27,16413733677.185,10016187.638,400647.506,0.055,23.837,23.598,23.31,0.053
412,1.371,1.08,0.81,0.27,17311670404.494,10416835.144,416673.406,0.055,23.89,23.651,23.364,0.053
413,1.371,1.08,0.81,0.27,18258639371.989,10833508.55,433340.342,0.055,23.943,23.705,23.417,0.053
414,1.371,1.08,0.81,0.27,19257313584.432,11266848.892,450673.956,0.055,23.997,23.758,23.47,0.053
415,1.371,1.08,0.81,0.27,20310511550.359,11717522.847,468700.914,0.055,24.05,23.811,23.523,0.053
416,1.371,1.08,0.81,0.27,21421205191.984,12186223.761,487448.95,0.055,24.103,23.864,23.577,0.053
417,1.371,1.08,0.81,0.27,22592528184.59,12673672.712,506946.908,0.055,24.156,23.918,23.63,0.053
418,1.371,1.08,0.81,0.27,23827784748.706,13180619.62,527224.785,0.055,24.21,23.971,23.683,0.053
419,1.371,1.08,0.81,0.27,25130458919.614,13707844.405,548313.776,0.055,24.263,24.024,23.736,0.053
420,1.371,1.08,0.81,0.27,26504224320.092,14256158.181,570246.327,0.055,24.316,24.077,23.79,0.053
421,1.371,1.08,0.81,0.27,27952954463.667,14826404.508,593056.18,0.055,24.369,24.131,23.843,0.053
422,1.371,1.08,0.81,0.27,29480733617.155,15419460.689,616778.428,0.055,24.423,24.184,23.896,0.053
423,1.371,1.08,0.81,0.27,31091868252.814,16036239.116,641449.565,0.055,24.476,24.237,23.949,0.053
424,1.371,1.08,0.81,0.27,32790899122.085,16677688.681,667107.547,0.055,24.529,24.29,24.003,0.053
425,1.371,1.08,0.81,0.27,34582613984.617,17344796.228,693791.849,0.055,24.582,24.343,24.056,0.053
426,1.371,1.08,0.81,0.27,36472061028.099,18038588.077,721543.523,0.055,24.636,24.397,24.109,0.053
427,1.371,1.08,0.81,0.27,38464563016.374,18760131.6,750405.264,0.055,24.689,24.45,24.162,0.053
428,1.372,1.08,0.81,0.27,40565732205.289,19510536.864,780421.475,0.055,24.742,24.503,24.215,0.053
429,1.372,1.08,0.81,0.27,42781486067.919,20290958.339,811638.334,0.055,24.795,24.556,24.269,0.053
430,1.372,1.08,0.81,0.27,45118063873.031,21102596.672,844103.867,0.055,24.849,24.609,24.322,0.053
431,1.372,1.08,0.81,0.27,47582044163.04,21946700.539,877868.022,0.055,24.902,24.663,24.375,0.053
432,1.372,1.08,0.81,0.27,50180363180.215,22824568.561,912982.742,0.055,24.955,24.716,24.428,0.053
433,1.372,1.08,0.81,0.27,52920334292.516,23737551.303,949502.052,0.055,25.008,24.769,24.481,0.053
434,1.372,1.08,0.81,0.27,55809668473.266,24687053.355,987482.134,0.055,25.061,24.822,24.535,0.053
435,1.372,1.08,0.81,0.27,58856495891.74,25674535.489,1026981.42,0.055,25.115,24.875,24.588,0.053
436,1.372,1.08,0.81,0.27,62069388674.894,26701516.909,1068060.676,0.055,25.168,24.929,24.641,0.053
437,1.372,1.08,0.81,0.27,65457384903.698,27769577.585,1110783.103,0.055,25.221,24.982,24.694,0.053
438,1.372,1.08,0.81,0.27,69030013910.959,28880360.689,1155214.428,0.055,25.274,25.035,24.747,0.053
439,1.372,1.08,0.81,0.27,72797322951.169,30035575.116,1201423.005,0.055,25.327,25.088,24.8,0.053
440,1.372,1.08,0.81,0.27,76769905316.717,31236998.121,1249479.925,0.055,25.38,25.141,24.853,0.053
441,1.372,1.08,0.81,0.27,80958929978.814,32486478.046,1299459.122,0.055,25.434,25.194,24.907,0.053
442,1.372,1.08,0.81,0.27,85376172835.767,33785937.168,1351437.487,0.055,25.487,25.247,24.96,0.053
443,1.372,1.08,0.81,0.27,90034049655.643,35137374.654,1405494.986,0.055,25.54,25.301,25.013,0.053
444,1.372,1.08,0.81,0.27,94945650805.146,36542869.641,1461714.786,0.055,25.593,25.354,25.066,0.053
445,1.372,1.08,0.81,0.27,100124777861.448,38004584.426,1520183.377,0.055,25.646,25.407,25.119,0.053
446,1.372,1.08,0.81,0.27,105585982208.985,39524767.803,1580990.712,0.055,25.699,25.46,25.172,0.053
447,1.373,1.08,0.81,0.27,111344605728.715,41105758.515,1644230.341,0.055,25.753,25.513,25.225,0.053
448,1.373,1.08,0.81,0.27,117416823693.199,42749988.856,1709999.554,0.055,25.806,25.566,25.278,0.053
449,1.373,1.08,0.81,0.27,123819689986.957,44459988.41,1778399.536,0.055,25.859,25.619,25.332,0.053
450,1.373,1.08,0.81,0.27,130571184778.042,46238387.947,1849535.518,0.055,25.912,25.672,25.385,0.053
451,1.373,1.08,0.81,0.27,137690264773.58,48087923.465,1923516.939,0.055,25.965,25.725,25.438,0.053
452,1.373,1.08,0.81,0.27,145196916199.205,50011440.403,2000457.616,0.055,26.018,25.779,25.491,0.053
453,1.373,1.08,0.81,0.27,153112210649.914,52011898.019,2080475.921,0.055,26.071,25.832,25.544,0.053
454,1.373,1.08,0.81,0.27,161458363967.796,54092373.94,2163694.958,0.055,26.124,25.885,25.597,0.053
455,1.373,1.08,0.81,0.27,170258798310.566,56256068.898,2250242.756,0.055,26.178,25.938,25.65,0.053
456,1.373,1.08,0.81,0.27,179538207583.656,58506311.654,2340252.466,0.055,26.231,25.991,25.703,0.053
457,1.373,1.08,0.81,0.27,189322626417.974,60846564.12,2433862.565,0.054,26.284,26.044,25.756,0.053
458,1.373,1.08,0.81,0.27,199639502885.314,63280426.685,2531217.067,0.054,26.337,26.097,25.809,0.053
459,1.373,1.08,0.81,0.27,210517775153.749,65811643.752,2632465.75,0.054,26.39,26.15,25.862,0.053
460,1.373,1.08,0.81,0.27,221987952296.324,68444109.502,2737764.38,0.054,26.443,26.203,25.915,0.053
461,1.373,1.08,0.81,0.27,234082199477.872,71181873.882,2847274.955,0.054,26.496,26.256,25.969,0.053
462,1.373,1.08,0.81,0.27,246834427756.96,74029148.837,2961165.953,0.054,26.549,26.309,26.022,0.053
463,1.373,1.08,0.81,0.27,260280388752.782,76990314.791,3079612.592,0.054,26.602,26.362,26.075,0.053
464,1.373,1.08,0.81,0.27,274457774440.325,80069927.382,3202797.095,0.054,26.655,26.415,26.128,0.053
465,1.373,1.08,0.81,0.27,289406322351.387,83272724.478,3330908.979,0.054,26.708,26.468,26.181,0.053
466,1.373,1.08,0.81,0.27,305167926474.033,86603633.457,3464145.338,0.054,26.761,26.521,26.234,0.053
467,1.373,1.08,0.81,0.27,321786754158.888,90067778.795,3602711.152,0.054,26.814,26.575,26.287,0.053
468,1.373,1.08,0.81,0.27,339309369357.375,93670489.947,3746819.598,0.054,26.868,26.628,26.34,0.053
469,1.374,1.08,0.81,0.27,357784862534.55,97417309.545,3896692.382,0.054,26.921,26.681,26.393,0.053
470,1.374,1.08,0.81,0.27,377264987617.738,101314001.927,4052560.077,0.054,26.974,26.734,26.446,0.053
471,1.374,1.08,0.81,0.27,397804306361.709,105366562.004,4214662.48,0.054,27.027,26.787,26.499,0.053
472,1.374,1.08,0.81,0.27,419460340531.706,109581224.484,4383248.979,0.054,27.08,26.84,26.552,0.053
473,1.374,1.08,0.81,0.27,442293732327.349,113964473.463,4558578.939,0.054,27.133,26.893,26.605,0.053
474,1.374,1.081,0.81,0.27,466368413493.298,118523052.402,4740922.096,0.054,27.186,26.946,26.658,0.053
475,1.374,1.081,0.81,0.27,491751783586.691,123263974.498,4930558.98,0.054,27.239,26.999,26.711,0.053
476,1.374,1.081,0.81,0.27,518514897896.751,128194533.478,5127781.339,0.054,27.292,27.052,26.764,0.053
477,1.374,1.081,0.81,0.27,546732665538.771,133322314.817,5332892.593,0.054,27.345,27.105,26.817,0.053
478,1.374,1.081,0.81,0.27,576484058272.893,138655207.409,5546208.296,0.054,27.398,27.158,26.87,0.053
479,1.374,1.081,0.81,0.27,607852330627.875,144201415.706,5768056.628,0.054,27.451,27.211,26.923,0.053
480,1.374,1.081,0.81,0.27,640925251941.387,149969472.334,5998778.893,0.054,27.504,27.264,26.976,0.053
481,1.374,1.081,0.81,0.27,675795350961.432,155968251.227,6238730.049,0.054,27.557,27.317,27.029,0.053
482,1.374,1.081,0.81,0.27,712560173688.365,162206981.277,6488279.251,0.054,27.61,27.37,27.082,0.053
483,1.374,1.081,0.81,0.27,751322555173.664,168695260.528,6747810.421,0.054,27.663,27.423,27.135,0.053
484,1.374,1.081,0.81,0.27,792190906030.352,175443070.949,7017722.838,0.054,27.716,27.476,27.188,0.053
485,1.374,1.081,0.81,0.27,835279514450.76,182460793.787,7298431.751,0.054,27.769,27.529,27.241,0.053
486,1.374,1.081,0.81,0.27,880708864570.312,189759225.538,7590369.022,0.054,27.822,27.582,27.294,0.053
487,1.374,1.081,0.81,0.27,928605972061.376,197349594.56,7893983.782,0.054,27.875,27.635,27.347,0.053
488,1.374,1.081,0.81,0.27,979104737888.962,205243578.342,8209743.134,0.054,27.928,27.687,27.4,0.053
489,1.374,1.081,0.811,0.27,1032346321210.43,213453321.476,8538132.859,0.054,27.981,27.74,27.453,0.053
490,1.374,1.081,0.811,0.27,1088479532454.46,221991454.335,8879658.173,0.054,28.034,27.793,27.506,0.053
491,1.374,1.081,0.811,0.27,1147661247670.43,230871112.508,9234844.5,0.054,28.087,27.846,27.559,0.053
492,1.374,1.081,0.811,0.27,1210056845298.36,240105957.008,9604238.28,0.054,28.14,27.899,27.612,0.053
493,1.374,1.081,0.811,0.27,1275840666571.74,249710195.289,9988407.812,0.054,28.193,27.952,27.665,0.053
494,1.375,1.081,0.811,0.27,1345196500830.98,259698603.1,10387944.124,0.054,28.246,28.005,27.718,0.053
495,1.375,1.081,0.811,0.27,1418318097094.45,270086547.224,10803461.889,0.054,28.299,28.058,27.77,0.053
496,1.375,1.081,0.811,0.27,1495409703306.49,280890009.113,11235600.365,0.054,28.352,28.111,27.823,0.053
497,1.375,1.081,0.811,0.27,1576686634759,292125609.478,11685024.379,0.054,28.405,28.164,27.876,0.053
498,1.375,1.081,0.811,0.27,1662375873263.54,303810633.857,12152425.354,0.054,28.457,28.217,27.929,0.053
499,1.375,1.081,0.811,0.27,1752716698736.43,315963059.211,12638522.368,0.054,28.51,28.27,27.982,0.053
500,1.375,1.081,0.811,0.27,1847961354948.93,328601581.58,13144063.263,0.054,28.563,28.323,28.035,0.053
501,1.375,1.081,0.811,0.27,1948375751289.46,341745644.843,13669825.794,0.054,28.616,28.376,28.088,0.053
502,1.375,1.081,0.811,0.27,2054240202484.34,355415470.637,14216618.825,0.054,28.669,28.429,28.141,0.053
503,1.375,1.081,0.811,0.27,2165850208328.91,369632089.462,14785283.578,0.054,28.722,28.482,28.194,0.053
504,1.375,1.081,0.811,0.27,2283517275591.53,384417373.041,15376694.922,0.054,28.775,28.534,28.247,0.053
505,1.375,1.081,0.811,0.27,2407569784369.92,399794067.962,15991762.718,0.054,28.828,28.587,28.3,0.053
506,1.375,1.081,0.811,0.27,2538353901302.42,415785830.681,16631433.227,0.054,28.881,28.64,28.353,0.053
507,1.375,1.081,0.811,0.27,2676234542166.37,432417263.908,17296690.556,0.054,28.934,28.693,28.405,0.053
508,1.375,1.081,0.811,0.27,2821596386532.71,449713954.464,17988558.179,0.054,28.987,28.746,28.458,0.053
509,1.375,1.081,0.811,0.27,2974844947290.15,467702512.643,18708100.506,0.054,29.04,28.799,28.511,0.053
510,1.375,1.081,0.811,0.27,3136407698003.88,486410613.148,19456424.526,0.054,29.093,28.852,28.564,0.053
511,1.375,1.081,0.811,0.27,3306735261234.37,505867037.674,20234681.507,0.054,29.146,28.905,28.617,0.053
512,1.375,1.081,0.811,0.27,3486302661110.16,526101719.181,21044068.767,0.054,29.198,28.958,28.67,0.053
513,1.375,1.081,0.811,0.27,3675610643626.77,547145787.949,21885831.518,0.054,29.251,29.011,28.723,0.053
514,1.375,1.081,0.811,0.27,3875187068331.14,569031619.467,22761264.779,0.054,29.304,29.063,28.776,0.053
515,1.375,1.081,0.811,0.27,4085588375248.87,591792884.245,23671715.37,0.054,29.357,29.116,28.829,0.053
516,1.375,1.081,0.811,0.27,4307401131119.41,615464599.615,24618583.985,0.054,29.41,29.169,28.881,0.053
517,1.375,1.081,0.811,0.27,4541243659224.37,640083183.6,25603327.344,0.054,29.463,29.222,28.934,0.053
518,1.375,1.081,0.811,0.27,4787767757325.14,665686510.944,26627460.438,0.054,29.516,29.275,28.987,0.053
519,1.375,1.081,0.811,0.27,5047660508469.94,692313971.381,27692558.855,0.054,29.569,29.328,29.04,0.053
520,1.375,1.081,0.811,0.27,5321646189687.61,720006530.237,28800261.209,0.054,29.622,29.381,29.093,0.053
521,1.375,1.081,0.811,0.27,5610488283856.07,748806791.446,29952271.658,0.054,29.674,29.434,29.146,0.053
