"periods","k","y","c","sy","A","L","L_A","g","lnk","lny","lnc","gy"
983,1.381,1.082,0.812,0.271,1.9357819159554e+23,55433529414356560,2217341176574262,0.054,53.943,53.699,53.412,0.052
984,1.381,1.082,0.812,0.271,2.0398356896453e+23,57650870590930824,2306034823637233,0.054,53.995,53.752,53.464,0.052
985,1.381,1.083,0.812,0.271,2.14948202090297e+23,59956905414568056,2398276216582722,0.054,54.048,53.804,53.516,0.052
986,1.381,1.083,0.812,0.271,2.26502146110754e+23,62355181631150784,2494207265246032,0.054,54.1,53.856,53.569,0.052
987,1.381,1.083,0.812,0.271,2.38677071216265e+23,64849388896396816,2593975555855872,0.054,54.153,53.909,53.621,0.052
988,1.381,1.083,0.812,0.271,2.51506349429279e+23,67443364452252688,2697734578090108,0.054,54.205,53.961,53.673,0.052
989,1.381,1.083,0.812,0.271,2.65025146046431e+23,70141099030342800,2805643961213712,0.054,54.257,54.013,53.726,0.052
990,1.381,1.083,0.812,0.271,2.79270515993594e+23,72946742991556512,2917869719662260,0.054,54.31,54.066,53.778,0.052
991,1.381,1.083,0.812,0.271,2.94281505357827e+23,75864612711218768,3034584508448751,0.054,54.362,54.118,53.83,0.052
992,1.381,1.083,0.812,0.271,3.10099258374329e+23,78899197219667520,3155967888786701,0.054,54.414,54.17,53.883,0.052
993,1.381,1.083,0.812,0.271,3.26767130161482e+23,82055165108454224,3282206604338169,0.054,54.467,54.223,53.935,0.052
994,1.381,1.083,0.812,0.271,3.4433080551276e+23,85337371712792400,3413494868511696,0.054,54.519,54.275,53.987,0.052
995,1.381,1.083,0.812,0.271,3.62838424070924e+23,88750866581304096,3550034663252164,0.054,54.571,54.328,54.04,0.052
996,1.381,1.083,0.812,0.271,3.82340712227358e+23,92300901244556256,3692036049782250,0.054,54.624,54.38,54.092,0.052
997,1.381,1.083,0.812,0.271,4.02891122107854e+23,95992937294338512,3839717491773540,0.054,54.676,54.432,54.145,0.052
998,1.381,1.083,0.812,0.271,4.24545978025531e+23,99832654786112048,3993306191444482,0.054,54.728,54.485,54.197,0.052
999,1.381,1.083,0.812,0.271,4.4736463080206e+23,103825960977556528,4153038439102261,0.054,54.781,54.537,54.249,0.052
1000,1.381,1.083,0.812,0.271,4.71409620379876e+23,107978999416658800,4319159976666352,0.054,54.833,54.589,54.302,0.052
