"periods","k","y","c","sy","A","L","L_A","g","lnk","lny","lnc","gy"
311,1.752,1.171,0.878,0.293,5136331.23,472.774,18.911,0.046,16.013,15.61,15.322,0.045
312,1.752,1.171,0.878,0.293,5373029.278,482.229,19.289,0.046,16.058,15.655,15.367,0.045
313,1.752,1.171,0.878,0.293,5620611.465,491.874,19.675,0.046,16.103,15.7,15.412,0.045
314,1.752,1.171,0.878,0.293,5879577.468,501.711,20.068,0.046,16.148,15.745,15.457,0.045
315,1.753,1.171,0.878,0.293,6150449.876,511.746,20.47,0.046,16.193,15.79,15.502,0.045
316,1.753,1.171,0.878,0.293,6433775.239,521.98,20.879,0.046,16.238,15.835,15.547,0.045
317,1.753,1.171,0.878,0.293,6730125.165,532.42,21.297,0.046,16.283,15.88,15.592,0.045
318,1.753,1.171,0.878,0.293,7040097.472,543.069,21.723,0.046,16.328,15.925,15.637,0.045
319,1.753,1.171,0.878,0.293,7364317.381,553.93,22.157,0.046,16.373,15.97,15.682,0.045
320,1.753,1.171,0.878,0.293,7703438.78,565.008,22.6,0.046,16.418,16.015,15.727,0.045
321,1.753,1.171,0.878,0.293,8058145.53,576.309,23.052,0.046,16.464,16.06,15.772,0.045
322,1.753,1.171,0.878,0.293,8429152.842,587.835,23.513,0.046,16.509,16.105,15.817,0.045
323,1.753,1.171,0.878,0.293,8817208.712,599.592,23.984,0.046,16.554,16.15,15.862,0.045
324,1.753,1.171,0.878,0.293,9223095.422,611.583,24.463,0.046,16.599,16.195,15.907,0.045
325,1.753,1.171,0.878,0.293,9647631.108,623.815,24.953,0.046,16.644,16.24,15.952,0.045
326,1.753,1.171,0.878,0.293,10091671.409,636.291,25.452,0.046,16.689,16.285,15.997,0.045
327,1.753,1.171,0.878,0.293,10556111.176,649.017,25.961,0.046,16.734,16.33,16.042,0.045
328,1.753,1.171,0.878,0.293,11041886.275,661.997,26.48,0.046,16.779,16.375,16.088,0.045
329,1.754,1.171,0.878,0.293,11549975.46,675.237,27.009,0.046,16.824,16.42,16.132,0.045
330,1.754,1.171,0.878,0.293,12081402.339,688.742,27.55,0.046,16.869,16.465,16.177,0.045
331,1.754,1.171,0.878,0.293,12637237.431,702.517,28.101,0.046,16.914,16.51,16.222,0.045
332,1.754,1.171,0.878,0.293,13218600.308,716.567,28.663,0.046,16.959,16.555,16.267,0.045
333,1.754,1.171,0.878,0.293,13826661.846,730.899,29.236,0.046,17.004,16.6,16.312,0.045
334,1.754,1.171,0.878,0.293,14462646.572,745.517,29.821,0.046,17.049,16.645,16.357,0.045
335,1.754,1.171,0.878,0.293,15127835.121,760.427,30.417,0.046,17.094,16.69,16.402,0.045
336,1.754,1.171,0.878,0.293,15823566.807,775.636,31.025,0.046,17.139,16.735,16.447,0.045
337,1.754,1.171,0.878,0.293,16551242.305,791.148,31.646,0.046,17.184,16.78,16.492,0.045
338,1.754,1.171,0.878,0.293,17312326.465,806.971,32.279,0.046,17.229,16.825,16.537,0.045
339,1.754,1.171,0.878,0.293,18108351.249,823.111,32.924,0.046,17.274,16.87,16.582,0.045
340,1.754,1.171,0.878,0.293,18940918.801,839.573,33.583,0.046,17.319,16.915,16.627,0.045
341,1.754,1.171,0.878,0.293,19811704.663,856.364,34.255,0.046,17.364,16.96,16.672,0.045
342,1.754,1.171,0.878,0.293,20722461.134,873.492,34.94,0.046,17.409,17.005,16.717,0.045
343,1.754,1.171,0.879,0.293,21675020.786,890.961,35.638,0.046,17.454,17.05,16.762,0.045
344,1.754,1.171,0.879,0.293,22671300.134,908.781,36.351,0.046,17.499,17.095,16.807,0.045
345,1.754,1.171,0.879,0.293,23713303.484,926.956,37.078,0.046,17.544,17.14,16.852,0.045
346,1.755,1.171,0.879,0.293,24803126.948,945.495,37.82,0.046,17.589,17.185,16.897,0.045
347,1.755,1.171,0.879,0.293,25942962.649,964.405,38.576,0.046,17.634,17.23,16.942,0.045
348,1.755,1.171,0.879,0.293,27135103.113,983.693,39.348,0.046,17.679,17.275,16.987,0.045
349,1.755,1.171,0.879,0.293,28381945.868,1003.367,40.135,0.046,17.724,17.319,17.032,0.045
350,1.755,1.171,0.879,0.293,29685998.249,1023.435,40.937,0.046,17.769,17.364,17.077,0.045
351,1.755,1.171,0.879,0.293,31049882.424,1043.903,41.756,0.046,17.813,17.409,17.122,0.045
352,1.755,1.171,0.879,0.293,32476340.649,1064.781,42.591,0.046,17.858,17.454,17.167,0.045
353,1.755,1.171,0.879,0.293,33968240.766,1086.077,43.443,0.046,17.903,17.499,17.211,0.045
354,1.755,1.171,0.879,0.293,35528581.949,1107.799,44.312,0.046,17.948,17.544,17.256,0.045
355,1.755,1.171,0.879,0.293,37160500.718,1129.955,45.198,0.046,17.993,17.589,17.301,0.045
356,1.755,1.171,0.879,0.293,38867277.223,1152.554,46.102,0.046,18.038,17.634,17.346,0.045
357,1.755,1.171,0.879,0.293,40652341.816,1175.605,47.024,0.046,18.083,17.679,17.391,0.045
358,1.755,1.172,0.879,0.293,42519281.927,1199.117,47.965,0.046,18.128,17.724,17.436,0.045
359,1.755,1.172,0.879,0.293,44471849.254,1223.099,48.924,0.046,18.173,17.769,17.481,0.045
360,1.755,1.172,0.879,0.293,46513967.277,1247.561,49.902,0.046,18.218,17.814,17.526,0.045
361,1.755,1.172,0.879,0.293,48649739.122,1272.512,50.9,0.046,18.263,17.858,17.571,0.045
362,1.755,1.172,0.879,0.293,50883455.78,1297.963,51.919,0.046,18.308,17.903,17.616,0.045
363,1.755,1.172,0.879,0.293,53219604.706,1323.922,52.957,0.046,18.353,17.948,17.661,0.045
364,1.755,1.172,0.879,0.293,55662878.81,1350.4,54.016,0.046,18.398,17.993,17.705,0.045
365,1.755,1.172,0.879,0.293,58218185.852,1377.408,55.096,0.046,18.442,18.038,17.75,0.045
366,1.755,1.172,0.879,0.293,60890658.285,1404.956,56.198,0.046,18.487,18.083,17.795,0.045
367,1.756,1.172,0.879,0.293,63685663.523,1433.056,57.322,0.046,18.532,18.128,17.84,0.045
368,1.756,1.172,0.879,0.293,66608814.705,1461.717,58.469,0.046,18.577,18.173,17.885,0.045
369,1.756,1.172,0.879,0.293,69665981.929,1490.951,59.638,0.046,18.622,18.218,17.93,0.045
370,1.756,1.172,0.879,0.293,72863304.015,1520.77,60.831,0.046,18.667,18.262,17.975,0.045
371,1.756,1.172,0.879,0.293,76207200.796,1551.185,62.047,0.046,18.712,18.307,18.02,0.045
372,1.756,1.172,0.879,0.293,79704385.981,1582.209,63.288,0.046,18.757,18.352,18.065,0.045
373,1.756,1.172,0.879,0.293,83361880.596,1613.853,64.554,0.046,18.802,18.397,18.109,0.045
374,1.756,1.172,0.879,0.293,87187027.048,1646.13,65.845,0.046,18.846,18.442,18.154,0.045
375,1.756,1.172,0.879,0.293,91187503.828,1679.053,67.162,0.046,18.891,18.487,18.199,0.045
376,1.756,1.172,0.879,0.293,95371340.884,1712.634,68.505,0.046,18.936,18.532,18.244,0.045
377,1.756,1.172,0.879,0.293,99746935.707,1746.887,69.875,0.046,18.981,18.577,18.289,0.045
378,1.756,1.172,0.879,0.293,104323070.142,1781.824,71.273,0.046,19.026,18.621,18.334,0.045
379,1.756,1.172,0.879,0.293,109108927.97,1817.461,72.698,0.046,19.071,18.666,18.379,0.045
380,1.756,1.172,0.879,0.293,114114113.302,1853.81,74.152,0.046,19.116,18.711,18.423,0.045
381,1.756,1.172,0.879,0.293,119348669.803,1890.886,75.635,0.046,19.161,18.756,18.468,0.045
382,1.756,1.172,0.879,0.293,124823100.804,1928.704,77.148,0.046,19.206,18.801,18.513,0.045
383,1.756,1.172,0.879,0.293,130548390.329,1967.278,78.691,0.046,19.25,18.846,18.558,0.045
384,1.756,1.172,0.879,0.293,136536025.083,2006.624,80.265,0.046,19.295,18.891,18.603,0.045
385,1.756,1.172,0.879,0.293,142798017.45,2046.756,81.87,0.046,19.34,18.935,18.648,0.045
386,1.756,1.172,0.879,0.293,149346929.541,2087.691,83.508,0.046,19.385,18.98,18.693,0.045
387,1.756,1.172,0.879,0.293,156195898.337,2129.445,85.178,0.046,19.43,19.025,18.737,0.045
388,1.756,1.172,0.879,0.293,163358661.989,2172.034,86.881,0.046,19.475,19.07,18.782,0.045
389,1.756,1.172,0.879,0.293,170849587.317,2215.475,88.619,0.046,19.52,19.115,18.827,0.045
390,1.756,1.172,0.879,0.293,178683698.564,2259.784,90.391,0.046,19.564,19.16,18.872,0.045
391,1.756,1.172,0.879,0.293,186876707.471,2304.98,92.199,0.046,19.609,19.204,18.917,0.045
392,1.756,1.172,0.879,0.293,195445044.725,2351.08,94.043,0.046,19.654,19.249,18.962,0.045
393,1.756,1.172,0.879,0.293,204405892.838,2398.101,95.924,0.046,19.699,19.294,19.006,0.045
394,1.757,1.172,0.879,0.293,213777220.544,2446.063,97.843,0.046,19.744,19.339,19.051,0.045
395,1.757,1.172,0.879,0.293,223577818.753,2494.984,99.799,0.046,19.789,19.384,19.096,0.045
396,1.757,1.172,0.879,0.293,233827338.16,2544.884,101.795,0.046,19.833,19.429,19.141,0.045
397,1.757,1.172,0.879,0.293,244546328.571,2595.782,103.831,0.046,19.878,19.473,19.186,0.045
398,1.757,1.172,0.879,0.293,255756280.025,2647.697,105.908,0.046,19.923,19.518,19.231,0.045
399,1.757,1.172,0.879,0.293,267479665.796,2700.651,108.026,0.046,19.968,19.563,19.275,0.045
400,1.757,1.172,0.879,0.293,279739987.367,2754.664,110.187,0.046,20.013,19.608,19.32,0.045
401,1.757,1.172,0.879,0.293,292561821.453,2809.758,112.39,0.046,20.058,19.653,19.365,0.045
402,1.757,1.172,0.879,0.293,305970869.179,2865.953,114.638,0.046,20.102,19.698,19.41,0.045
403,1.757,1.172,0.879,0.293,319994007.507,2923.272,116.931,0.046,20.147,19.742,19.455,0.045
404,1.757,1.172,0.879,0.293,334659343.007,2981.737,119.269,0.046,20.192,19.787,19.5,0.045
405,1.757,1.172,0.879,0.293,349996268.097,3041.372,121.655,0.046,20.237,19.832,19.544,0.045
406,1.757,1.172,0.879,0.293,366035519.849,3102.2,124.088,0.046,20.282,19.877,19.589,0.045
407,1.757,1.172,0.879,0.293,382809241.481,3164.244,126.57,0.046,20.327,19.922,19.634,0.045
408,1.757,1.172,0.879,0.293,400351046.668,3227.528,129.101,0.046,20.371,19.966,19.679,0.045
409,1.757,1.172,0.879,0.293,418696086.785,3292.079,131.683,0.046,20.416,20.011,19.724,0.045
410,1.757,1.172,0.879,0.293,437881121.234,3357.921,134.317,0.046,20.461,20.056,19.768,0.045
411,1.757,1.172,0.879,0.293,457944590.974,3425.079,137.003,0.046,20.506,20.101,19.813,0.045
412,1.757,1.172,0.879,0.293,478926695.426,3493.581,139.743,0.046,20.551,20.146,19.858,0.045
413,1.757,1.172,0.879,0.293,500869472.884,3563.452,142.538,0.046,20.595,20.191,19.903,0.045
414,1.757,1.172,0.879,0.293,523816884.607,3634.721,145.389,0.046,20.64,20.235,19.948,0.045
415,1.757,1.172,0.879,0.293,547814902.757,3707.416,148.297,0.046,20.685,20.28,19.992,0.045
416,1.757,1.172,0.879,0.293,572911602.354,3781.564,151.263,0.046,20.73,20.325,20.037,0.045
417,1.757,1.172,0.879,0.293,599157257.433,3857.195,154.288,0.046,20.775,20.37,20.082,0.045
418,1.757,1.172,0.879,0.293,626604441.607,3934.339,157.374,0.046,20.82,20.414,20.127,0.045
419,1.757,1.172,0.879,0.293,655308133.216,4013.026,160.521,0.046,20.864,20.459,20.172,0.045
420,1.757,1.172,0.879,0.293,685325825.29,4093.286,163.731,0.046,20.909,20.504,20.216,0.045
421,1.757,1.172,0.879,0.293,716717640.536,4175.152,167.006,0.046,20.954,20.549,20.261,0.045
422,1.757,1.172,0.879,0.293,749546451.584,4258.655,170.346,0.046,20.999,20.594,20.306,0.045
423,1.757,1.172,0.879,0.293,783878006.733,4343.828,173.753,0.046,21.044,20.638,20.351,0.045
424,1.757,1.172,0.879,0.293,819781061.434,4430.705,177.228,0.046,21.088,20.683,20.396,0.045
425,1.757,1.172,0.879,0.293,857327515.8,4519.319,180.773,0.046,21.133,20.728,20.44,0.045
426,1.757,1.172,0.879,0.293,896592558.39,4609.705,184.388,0.046,21.178,20.773,20.485,0.045
427,1.757,1.172,0.879,0.293,937654816.572,4701.9,188.076,0.046,21.223,20.818,20.53,0.045
428,1.757,1.172,0.879,0.293,980596513.756,4795.937,191.837,0.046,21.268,20.862,20.575,0.045
429,1.757,1.172,0.879,0.293,1025503633.821,4891.856,195.674,0.046,21.312,20.907,20.619,0.045
430,1.757,1.172,0.879,0.293,1072466093.052,4989.693,199.588,0.046,21.357,20.952,20.664,0.045
431,1.757,1.172,0.879,0.293,1121577919.939,5089.487,203.579,0.046,21.402,20.997,20.709,0.045
432,1.757,1.172,0.879,0.293,1172937443.202,5191.277,207.651,0.046,21.447,21.042,20.754,0.045
433,1.757,1.172,0.879,0.293,1226647488.396,5295.103,211.804,0.046,21.491,21.086,20.799,0.045
434,1.758,1.172,0.879,0.293,1282815583.522,5401.005,216.04,0.046,21.536,21.131,20.843,0.045
435,1.758,1.172,0.879,0.293,1341554174.021,5509.025,220.361,0.046,21.581,21.176,20.888,0.045
436,1.758,1.172,0.879,0.293,1402980847.609,5619.205,224.768,0.046,21.626,21.221,20.933,0.045
437,1.758,1.172,0.879,0.293,1467218569.379,5731.589,229.264,0.046,21.671,21.265,20.978,0.045
438,1.758,1.172,0.879,0.293,1534395927.657,5846.221,233.849,0.046,21.715,21.31,21.022,0.045
439,1.758,1.172,0.879,0.293,1604647391.092,5963.145,238.526,0.046,21.76,21.355,21.067,0.045
440,1.758,1.172,0.879,0.293,1678113577.506,6082.408,243.296,0.046,21.805,21.4,21.112,0.045
441,1.758,1.172,0.879,0.293,1754941535.019,6204.057,248.162,0.046,21.85,21.444,21.157,0.045
442,1.758,1.172,0.879,0.293,1835285036.042,6328.138,253.126,0.046,21.894,21.489,21.202,0.045
443,1.758,1.172,0.879,0.293,1919304884.696,6454.7,258.188,0.046,21.939,21.534,21.246,0.045
444,1.758,1.172,0.879,0.293,2007169238.285,6583.794,263.352,0.046,21.984,21.579,21.291,0.045
445,1.758,1.172,0.879,0.293,2099053943.473,6715.47,268.619,0.046,22.029,21.624,21.336,0.045
446,1.758,1.172,0.879,0.293,2195142887.813,6849.78,273.991,0.046,22.074,21.668,21.381,0.045
447,1.758,1.172,0.879,0.293,2295628367.358,6986.775,279.471,0.046,22.118,21.713,21.425,0.045
448,1.758,1.172,0.879,0.293,2400711471.065,7126.511,285.06,0.046,22.163,21.758,21.47,0.045
449,1.758,1.172,0.879,0.293,2510602482.778,7269.041,290.762,0.046,22.208,21.803,21.515,0.045
450,1.758,1.172,0.879,0.293,2625521301.58,7414.422,296.577,0.046,22.253,21.847,21.56,0.045
451,1.758,1.172,0.879,0.293,2745697881.36,7562.71,302.508,0.046,22.297,21.892,21.604,0.045
452,1.758,1.172,0.879,0.293,2871372690.474,7713.965,308.559,0.046,22.342,21.937,21.649,0.045
453,1.758,1.172,0.879,0.293,3002797192.413,7868.244,314.73,0.046,22.387,21.982,21.694,0.045
454,1.758,1.172,0.879,0.293,3140234348.445,8025.609,321.024,0.046,22.432,22.026,21.739,0.045
455,1.758,1.172,0.879,0.293,3283959143.231,8186.121,327.445,0.046,22.476,22.071,21.783,0.045
456,1.758,1.172,0.879,0.293,3434259134.462,8349.843,333.994,0.046,22.521,22.116,21.828,0.045
457,1.758,1.172,0.879,0.293,3591435027.625,8516.84,340.674,0.046,22.566,22.161,21.873,0.045
458,1.758,1.172,0.879,0.293,3755801277.034,8687.177,347.487,0.046,22.611,22.205,21.918,0.045
459,1.758,1.172,0.879,0.293,3927686714.337,8860.92,354.437,0.046,22.655,22.25,21.962,0.045
460,1.758,1.172,0.879,0.293,4107435205.745,9038.139,361.526,0.046,22.7,22.295,22.007,0.045
461,1.758,1.172,0.879,0.293,4295406339.31,9218.902,368.756,0.046,22.745,22.34,22.052,0.045
462,1.758,1.172,0.879,0.293,4491976143.602,9403.28,376.131,0.046,22.79,22.384,22.097,0.045
463,1.758,1.172,0.879,0.293,4697537839.249,9591.345,383.654,0.046,22.834,22.429,22.141,0.045
464,1.758,1.172,0.879,0.293,4912502624.817,9783.172,391.327,0.046,22.879,22.474,22.186,0.045
465,1.758,1.172,0.879,0.293,5137300498.613,9978.836,399.153,0.046,22.924,22.519,22.231,0.045
466,1.758,1.172,0.879,0.293,5372381118.048,10178.412,407.136,0.046,22.969,22.563,22.276,0.045
467,1.758,1.172,0.879,0.293,5618214698.279,10381.981,415.279,0.046,23.013,22.608,22.32,0.045
468,1.758,1.172,0.879,0.293,5875292951.922,10589.62,423.585,0.046,23.058,22.653,22.365,0.045
469,1.758,1.172,0.879,0.293,6144130071.719,10801.413,432.057,0.046,23.103,22.698,22.41,0.045
470,1.758,1.172,0.879,0.293,6425263758.108,11017.441,440.698,0.046,23.148,22.742,22.455,0.045
471,1.758,1.172,0.879,0.293,6719256293.77,11237.79,449.512,0.046,23.192,22.787,22.499,0.045
472,1.758,1.172,0.879,0.293,7026695667.281,11462.545,458.502,0.046,23.237,22.832,22.544,0.045
473,1.758,1.172,0.879,0.293,7348196748.116,11691.796,467.672,0.046,23.282,22.877,22.589,0.045
474,1.758,1.172,0.879,0.293,7684402515.368,11925.632,477.025,0.046,23.327,22.921,22.634,0.045
475,1.758,1.172,0.879,0.293,8035985342.61,12164.145,486.566,0.046,23.371,22.966,22.678,0.045
476,1.758,1.172,0.879,0.293,8403648341.491,12407.428,496.297,0.046,23.416,23.011,22.723,0.045
477,1.758,1.172,0.879,0.293,8788126766.733,12655.576,506.223,0.046,23.461,23.056,22.768,0.045
478,1.758,1.172,0.879,0.293,9190189485.346,12908.688,516.348,0.046,23.506,23.1,22.813,0.045
479,1.758,1.172,0.879,0.293,9610640512.986,13166.862,526.674,0.046,23.55,23.145,22.857,0.045
480,1.758,1.172,0.879,0.293,10050320620.53,13430.199,537.208,0.046,23.595,23.19,22.902,0.045
481,1.758,1.172,0.879,0.293,10510109014.086,13698.803,547.952,0.046,23.64,23.234,22.947,0.045
482,1.758,1.172,0.879,0.293,10990925091.766,13972.779,558.911,0.046,23.685,23.279,22.992,0.045
483,1.758,1.172,0.879,0.293,11493730280.768,14252.235,570.089,0.046,23.729,23.324,23.036,0.045
484,1.758,1.172,0.879,0.293,12019529958.4,14537.279,581.491,0.046,23.774,23.369,23.081,0.045
485,1.758,1.172,0.879,0.293,12569375460.911,14828.025,593.121,0.046,23.819,23.413,23.126,0.045
486,1.758,1.172,0.879,0.293,13144366184.127,15124.585,604.983,0.046,23.864,23.458,23.17,0.045
487,1.758,1.172,0.879,0.293,13745651780.086,15427.077,617.083,0.046,23.908,23.503,23.215,0.045
488,1.758,1.172,0.879,0.293,14374434454.068,15735.619,629.425,0.046,23.953,23.548,23.26,0.045
489,1.758,1.172,0.879,0.293,15031971366.603,16050.331,642.013,0.046,23.998,23.592,23.305,0.045
490,1.758,1.172,0.879,0.293,15719577145.249,16371.338,654.854,0.046,24.043,23.637,23.349,0.045
491,1.758,1.172,0.879,0.293,16438626511.17,16698.764,667.951,0.046,24.087,23.682,23.394,0.045
492,1.758,1.172,0.879,0.293,17190557025.749,17032.74,681.31,0.046,24.132,23.727,23.439,0.045
493,1.758,1.172,0.879,0.293,17976871962.716,17373.394,694.936,0.046,24.177,23.771,23.484,0.045
494,1.758,1.172,0.879,0.293,18799143311.55,17720.862,708.834,0.046,24.221,23.816,23.528,0.045
495,1.758,1.172,0.879,0.293,19659014918.124,18075.28,723.011,0.046,24.266,23.861,23.573,0.045
496,1.758,1.172,0.879,0.293,20558205768.893,18436.785,737.471,0.046,24.311,23.905,23.618,0.045
497,1.758,1.172,0.879,0.293,21498513425.159,18805.521,752.221,0.046,24.356,23.95,23.662,0.045
498,1.758,1.172,0.879,0.293,22481817614.293,19181.631,767.265,0.046,24.4,23.995,23.707,0.045
499,1.758,1.172,0.879,0.293,23510083985.067,19565.264,782.611,0.046,24.445,24.04,23.752,0.045
500,1.758,1.172,0.879,0.293,24585368034.619,19956.569,798.263,0.046,24.49,24.084,23.797,0.045
501,1.758,1.172,0.879,0.293,25709819214.862,20355.701,814.228,0.046,24.535,24.129,23.841,0.045
502,1.758,1.172,0.879,0.293,26885685226.572,20762.815,830.513,0.046,24.579,24.174,23.886,0.045
503,1.758,1.172,0.879,0.293,28115316509.707,21178.071,847.123,0.046,24.624,24.218,23.931,0.045
504,1.758,1.172,0.879,0.293,29401170938.926,21601.632,864.065,0.046,24.669,24.263,23.976,0.045
505,1.759,1.172,0.879,0.293,30745818733.704,22033.665,881.347,0.046,24.713,24.308,24.02,0.045
506,1.759,1.172,0.879,0.293,32151947592.826,22474.338,898.974,0.046,24.758,24.353,24.065,0.045
507,1.759,1.172,0.879,0.293,33622368063.524,22923.825,916.953,0.046,24.803,24.397,24.11,0.045
508,1.759,1.172,0.879,0.293,35160019155.983,23382.301,935.292,0.046,24.848,24.442,24.154,0.045
509,1.759,1.172,0.879,0.293,36767974214.421,23849.947,953.998,0.046,24.892,24.487,24.199,0.045
510,1.759,1.172,0.879,0.293,38449447056.469,24326.946,973.078,0.046,24.937,24.532,24.244,0.045
511,1.759,1.172,0.879,0.293,40207798393.116,24813.485,992.539,0.046,24.982,24.576,24.289,0.045
512,1.759,1.172,0.879,0.293,42046542542.034,25309.755,1012.39,0.046,25.027,24.621,24.333,0.045
513,1.759,1.172,0.879,0.293,43969354447.694,25815.95,1032.638,0.046,25.071,24.666,24.378,0.045
514,1.759,1.172,0.879,0.293,45980077022.284,26332.269,1053.291,0.046,25.116,24.71,24.423,0.045
515,1.759,1.172,0.879,0.293,48082728822.104,26858.915,1074.357,0.046,25.161,24.755,24.467,0.045
516,1.759,1.172,0.879,0.293,50281512074.744,27396.093,1095.844,0.046,25.205,24.8,24.512,0.045
517,1.759,1.172,0.879,0.293,52580821073.105,27944.015,1117.761,0.046,25.25,24.845,24.557,0.045
518,1.759,1.172,0.879,0.293,54985250952.989,28502.895,1140.116,0.046,25.295,24.889,24.602,0.045
519,1.759,1.172,0.879,0.293,57499606871.823,29072.953,1162.918,0.046,25.34,24.934,24.646,0.045
520,1.759,1.172,0.879,0.293,60128913606.822,29654.412,1186.176,0.046,25.384,24.979,24.691,0.045
521,1.759,1.172,0.879,0.293,62878425591.759,30247.5,1209.9,0.046,25.429,25.023,24.736,0.045
522,1.759,1.172,0.879,0.293,65753637412.402,30852.45,1234.098,0.046,25.474,25.068,24.78,0.045
523,1.759,1.172,0.879,0.293,68760294781.553,31469.499,1258.78,0.046,25.518,25.113,24.825,0.045
524,1.759,1.172,0.879,0.293,71904406015.623,32098.889,1283.956,0.046,25.563,25.158,24.87,0.045
525,1.759,1.172,0.879,0.293,75192254035.652,32740.867,1309.635,0.046,25.608,25.202,24.915,0.045
526,1.759,1.172,0.879,0.293,78630408916.735,33395.684,1335.827,0.046,25.653,25.247,24.959,0.045
527,1.759,1.172,0.879,0.293,82225741010.929,34063.598,1362.544,0.046,25.697,25.292,25.004,0.045
528,1.759,1.172,0.879,0.293,85985434669.823,34744.87,1389.795,0.046,25.742,25.336,25.049,0.045
529,1.759,1.172,0.879,0.293,89917002594.192,35439.767,1417.591,0.046,25.787,25.381,25.093,0.045
530,1.759,1.172,0.879,0.293,94028300839.379,36148.563,1445.943,0.046,25.831,25.426,25.138,0.045
531,1.759,1.172,0.879,0.293,98327544506.376,36871.534,1474.861,0.046,25.876,25.471,25.183,0.045
532,1.759,1.172,0.879,0.293,102823324149.918,37608.965,1504.359,0.046,25.921,25.515,25.228,0.045
533,1.759,1.172,0.879,0.293,107524622936.386,38361.144,1534.446,0.046,25.966,25.56,25.272,0.045
534,1.759,1.172,0.879,0.293,112440834585.744,39128.367,1565.135,0.046,26.01,25.605,25.317,0.045
535,1.759,1.172,0.879,0.293,117581782133.364,39910.934,1596.437,0.046,26.055,25.649,25.362,0.045
536,1.759,1.172,0.879,0.293,122957737549.191,40709.153,1628.366,0.046,26.1,25.694,25.406,0.045
537,1.759,1.172,0.879,0.293,128579442253.417,41523.336,1660.933,0.046,26.144,25.739,25.451,0.045
538,1.759,1.172,0.879,0.293,134458128569.652,42353.803,1694.152,0.046,26.189,25.783,25.496,0.045
539,1.759,1.172,0.879,0.293,140605542158.395,43200.879,1728.035,0.046,26.234,25.828,25.541,0.045
540,1.759,1.172,0.879,0.293,147033965475.637,44064.896,1762.596,0.046,26.279,25.873,25.585,0.045
541,1.759,1.172,0.879,0.293,153756242303.403,44946.194,1797.848,0.046,26.323,25.918,25.63,0.045
542,1.759,1.172,0.879,0.293,160785803401.244,45845.118,1833.805,0.046,26.368,25.962,25.675,0.045
543,1.759,1.172,0.879,0.293,168136693329.875,46762.02,1870.481,0.046,26.413,26.007,25.719,0.045
544,1.759,1.172,0.879,0.293,175823598500.533,47697.261,1907.89,0.046,26.457,26.052,25.764,0.045
545,1.759,1.172,0.879,0.293,183861876506.056,48651.206,1946.048,0.046,26.502,26.096,25.809,0.045
546,1.759,1.172,0.879,0.293,192267586792.255,49624.23,1984.969,0.046,26.547,26.141,25.853,0.045
547,1.759,1.172,0.879,0.293,201057522730.812,50616.715,2024.669,0.046,26.591,26.186,25.898,0.045
548,1.759,1.172,0.879,0.293,210249245157.756,51629.049,2065.162,0.046,26.636,26.231,25.943,0.045
549,1.759,1.172,0.879,0.293,219861117444.472,52661.63,2106.465,0.046,26.681,26.275,25.988,0.045
550,1.759,1.172,0.879,0.293,229912342171.28,53714.863,2148.595,0.046,26.726,26.32,26.032,0.045
551,1.759,1.172,0.879,0.293,240422999476.8,54789.16,2191.566,0.046,26.77,26.365,26.077,0.045
552,1.759,1.172,0.879,0.293,251414087159.688,55884.943,2235.398,0.046,26.815,26.409,26.122,0.045
553,1.759,1.172,0.879,0.293,262907562612.795,57002.642,2280.106,0.046,26.86,26.454,26.166,0.045
554,1.759,1.172,0.879,0.293,274926386673.502,58142.695,2325.708,0.046,26.904,26.499,26.211,0.045
555,1.759,1.172,0.879,0.293,287494569477.763,59305.549,2372.222,0.046,26.949,26.543,26.256,0.045
556,1.759,1.172,0.879,0.293,300637218409.425,60491.66,2419.666,0.046,26.994,26.588,26.3,0.045
557,1.759,1.172,0.879,0.293,314380588240.561,61701.493,2468.06,0.046,27.039,26.633,26.345,0.045
558,1.759,1.172,0.879,0.293,328752133562.929,62935.523,2517.421,0.046,27.083,26.678,26.39,0.045
559,1.759,1.172,0.879,0.293,343780563615.243,64194.233,2567.769,0.046,27.128,26.722,26.435,0.045
560,1.759,1.172,0.879,0.293,359495899615.726,65478.118,2619.125,0.046,27.173,26.767,26.479,0.045
561,1.759,1.172,0.879,0.293,375929534714.423,66787.68,2671.507,0.046,27.217,26.812,26.524,0.045
562,1.759,1.172,0.879,0.293,393114296684.976,68123.434,2724.937,0.046,27.262,26.856,26.569,0.045
563,1.759,1.172,0.879,0.293,411084513481.022,69485.902,2779.436,0.046,27.307,26.901,26.613,0.045
564,1.759,1.172,0.879,0.293,429876081788.124,70875.62,2835.025,0.046,27.351,26.946,26.658,0.045
565,1.759,1.172,0.879,0.293,449526538708.099,72293.133,2891.725,0.046,27.396,26.99,26.703,0.045
566,1.759,1.172,0.879,0.293,470075136718.86,73738.996,2949.56,0.046,27.441,27.035,26.747,0.045
567,1.759,1.172,0.879,0.293,491562922059.455,75213.775,3008.551,0.046,27.486,27.08,26.792,0.045
568,1.759,1.172,0.879,0.293,514032816696.799,76718.051,3068.722,0.046,27.53,27.125,26.837,0.045
569,1.759,1.172,0.879,0.293,537529704037.745,78252.412,3130.096,0.046,27.575,27.169,26.882,0.045
570,1.759,1.172,0.879,0.293,562100518557.651,79817.46,3192.698,0.046,27.62,27.214,26.926,0.045
